text,label,language,source
तपाईंको Rastriya Banijya Bank केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Ministry of Labour सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Rastriya Banijya Bank मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Khalti पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै [लिङ्क] मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको eSewa पासवर्ड सफलतापूर्वक परिवर्तन भयो।,Safe,NP,chatgpt
तपाईंको Daraz केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://नक्कली-लिङ्क.कम मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Sanima Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://नक्कली-लिङ्क.कम मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Nabil Bank कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको NIC Asia Bank बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Daraz अपोइन्टमेन्ट भोलि दिउँसो २ बजेको लागि तय गरिएको छ।,Safe,NP,chatgpt
तपाईंको Department of Passports बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै [लिङ्क] मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको eSewa अर्डर #96602 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको LinkedIn एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://bit.ly/nep-secure-login मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Daraz सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Internal Revenue Department कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Amazon बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको eSewa बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको eSewa बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
"बधाई छ! तपाईंले LinkedIn बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://bit.ly/nep-secure-login",Phishing,NP,chatgpt
तपाईंको Traffic Police बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Department of Passports मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
